;Unnamed: 0;ID;descr;feat_balkon;feat_domofon / wideofon;feat_drzwi / okna antywłamaniowe;feat_internet;feat_pom. użytkowe;feat_telefon;feat_telewizja kablowa;feat_teren zamknięty;ov_Liczba pięter;ov_Liczba pokoi;ov_Piętro;ov_Powierzchnia;ov_Rodzaj zabudowy;ov_Rynek;ov_Czynsz;ov_Dostępne od;ov_Forma własności;ov_Materiał budynku;ov_Ogrzewanie;ov_Okna;ov_Rok budowy;ov_Stan wykończenia;feat_garaż/miejsce parkingowe;feat_ogródek;feat_piwnica;feat_taras;feat_winda;feat_monitoring / ochrona;feat_system alarmowy;feat_klimatyzacja;feat_oddzielna kuchnia;feat_kuchenka;feat_meble;feat_piekarnik;feat_lodówka;feat_zmywarka;feat_pralka;feat_dwupoziomowe;feat_telewizor;feat_rolety antywłamaniowe;feat_
653;653;40Tbt;Mieszkanie o powierzchni 48 m2 , doskonała lokalizacja  Anielewicza/Al. Jana Pawła II.Piętro 2 z 9, dwie nowe windy.Mieszkanie składa się z:- dużego pokoju połączonego z kuchnią (22 m2),- pokoju nr 2 (12 m2),- pokoju nr 3 (8 m2),- łazienki (z wanną) (3 m2),- przedpokoju (3 m2)- przestronnego balkonu (wyjście z salonu).Wysokość czynszu wynosi 400 zł na dwie osoby.Dodatkowo do mieszkania przynależy piwnica.Dobrze skomunikowana okolica:6-7 min. do Dworca Centralnego, 3 min. (dwa przystanki tramwajowe) do Centrum Handlowego Arkadia.10 min do stacji Metro CentrumW najbliższym otoczeniu zielony skwer, place zabaw, szkoły i przedszkola, kawiarnie, restauracje, sklepy.Zapraszam na prezentację.;1.0;;;;;;;;9.0;3;2;48 m²;blok;wtórny;410 zł;;;;;;1968.0;do remontu;;;1.0;;1.0;;;;;;;;;;;;;;
781;781;44jfq;BEZ PROWIZJI DLA KUPUJĄCEGO !Na sprzedaż dwustronne 2-pokojowe mieszkanie z ogródkiem przy ul. Kluczborskiej 4.Mieszkanie o powierzchni 59 m2 składa się z przestronnego salonu , osobnej widnej kuchni, sypialni, łazienki, przedpokoju, dwóch tarasów oraz zagospodarowanego ogródka. Istnieje możliwość przerobienia mieszkania na 3 pokoje.Mieszkanie się mieści się na partzrze w 4-piętrowym bloku z 2000 roku. Zamnknięte osiedle, przed budynkiem są dostępne wydzielone miejsca parkingowe.Dobra lokalizacja: w pobliżu Wola Park, w 2021 roku w pieszej dostępności stacja metra.Niski czynsz - 450 zł.Cena - 660 000 PLNPolecam i zapraszam do oglądania.tel. 883516891Władysław ŁukianowDoradca ds. NieruchomościStarter HousePrezentowane oferty nie stanowią oferty w rozumieniu Kodeksu Cywilnego. Staramy się, aby informacje dotyczące oferowanych obiektów były możliwie dokładne, kompletne i aktualne. Ze względu na okoliczności, iż informacje te pochodzą od osób trzecich i część z nich nie zawsze daje się zweryfikować, agencja Starter House nie ponosi odpowiedzialności za ich dokładność, kompletność oraz aktualność.;;1.0;;;;;;1.0;4.0;2;parter;59 m²;blok;wtórny;;;pełna własność;inne;miejskie;;2000.0;;;;;1.0;;;;;;;1.0;;;;;;;;
790;790;43zkW;0% prowizji 0% PCCWygoda to nie tylko odpowiednie mieszkanie, ale także przystępna lokalizacja!Znajdujące się obok :- przystanki autobusowe,- stacje SKM,- sieci handlowo-usługowe - szkoły  sprawiają, że wszędzie jest blisko i wszystko czego potrzebujesz masz w zasięgu ręki.Udogodnienia:- zamknięte osiedle- place zabaw- sąsiedztwo rembertowskiego lasu - standard premiumJeśli interesuje Ciebie inny metraż bądź układ mieszkania- zadzwoń! Znajdziemy Twoje wymarzone M!Zapraszam do kontaktu telefonicznego i umówienia wizyty w biurze lub na terenie inwestycji;1.0;1.0;1.0;;1.0;;;1.0;5.0;3;3;71,36 m²;;pierwotny;;;;;;;2020.0;;1.0;;;;1.0;1.0;1.0;;;;;;;;;;;;
904;904;40hqQ;Osiedle Ursa Home znajduje się w samym sercu warszawskiej dzielnicy Ursus i jest trzecią częścią Projektu Ursa, którego realizacji podjęły się firmy CPD S.A. oraz Unidevelopment S.A. W inwestycji powstanie 341 mieszkań o powierzchniach od 29 m2do 98 m2. Większość oferty stanowią mieszkania dwu- oraz trzypokojowe. W Ursa Home planowanych jest również 341 miejsc w garażu podziemnym oraz 16 lokali usługowych usytuowanych na parterze. Tu architektura nie dominuje nad otoczeniem – jest jej uzupełnieniem. Na trzech budynkach tworzących Ursa Home zastosowano jasną fasadę oraz elewację z charakterystycznym motywem ceramicznym, który stanowi nawiązanie do pofabrycznego rodowodu okolicy. Dodatkowymi elementami wpływającymi na klimat osiedla są pergole oraz leżaki umiejscowione we wspólnych przestrzeniach rekreacyjnych, w bliskim otoczeniu zieleni. Po sąsiedzku znajduje się Urząd Dzielnicy, centrum handlowe Factory Outlet, a także aktywnie działający Dom Kultury Arsus. Mieszkając w Ursa Home masz do dyspozycji kilka pobliskich parków. Jeden jest tuż przy osiedlu, a od trzech pozostałych – Achera, Czechowickiego, Hassów – dzieli Cię zaledwie kilkunaście minut spacerem. Wszystkie są świetnie przygotowane na wizyty najmłodszych – place zabaw, fontanny, ścieżki rowerowe. Osiedle Ursa Home oddalone jest zaledwie 9 kilometrów od centrum Warszawy. Obecna infrastruktura zapewnia wygodny dostęp do innych części miasta oraz swobodny wyjazd ze stolicy (dojazd do obwodnicy zajmuje 5 minut). W pobliżu osiedla znajdują się dwa przystanki SKM oraz kilkunastu linii autobusowych, zapewniających połączenie z innymi dzielnicami. W godzinach szczytu pociągi kursują co 5-15 minut, a sam dojazd do śródmieścia zajmuje niecały kwadrans. Termin realizacji inwestycji III kw. 2020;1.0;;;;;;;;1.0;3;1;62,15 m²;blok;pierwotny;;;;;;;;;;;;;;;;;;;;;;;;;;;
1094;1094;44p2A;"DUŻE, ROZKŁADOWE MIESZKANIE Z OGRÓDKIEMMOŻLIWOŚĆ WYDZIELENIA 4 POKOJUDo sprzedania mieszkanie o powierzchni 81,77 m2, składające się z pokoju dziennego z częściowo otwartą, widną kuchnią, dwóch dużych sypialni, łazienki i garderoby (możliwość zaaranżowania garderoby na dodatkową toaletę). Z pokoju dziennego wyjście na ogródek (12 m2). Możliwość aranżacji kuchni na 4 pokój. KOMÓRKA LOKATORSKA DODATKOWO PŁATNA 5 000 ZŁ.MIEJSCE W HALI GARAŻOWEJ POD BUDYNKIEM DODATKOWO PŁATNE 25 000 ZŁ. Mieszkanie narożne, gotowe do wprowadzenia. Parter w niskim bloku, osiedle zamknięte z 2009 roku. ZAPRASZAM NA PREZENTACJĘ. CHĘTNIE POMOGĘ W FORMALNOŚCIACH. Lokalizacja: Warszawa/Białołęka, ul. Skarbka z GórCena: 614 000 zł  ( 7 509 zł/m2 )Powierzchnia: 81,77 m2, Piętro: parter / 3Rok budowy: 2009, Budynek: blok, POKOJE: Liczba pokoi: 3, Pokój 1: 22,4 m2, podłoga: gres, strona świata: płn-wsch, Pokój 2: 13,4 m2, podłoga: panele, strona świata: płn, Pokój 3: 12,5 m2, podłoga: panele, strona świata: płn, KUCHNIA: Powierzchnia: 12,5 m2, Amfilada: Nie; Rodzaj kuchni: widna, Podłoga: gres, Okno kuchni wychodzi na: wsch, Położona glazura: jest; ŁAZIENKA: Liczba łazienek: 1, Powierzchnia: 6 m2, Podłoga: gres, Położona glazura: jest; Czynsz od administracji: 800 zł, stan lokalu: bardzo dobry, głośność: ciche, ochrona: os. zamknięte, garaż, parking: miejsce w garażu, ogródek 12 m2, domofon, winda, balkongarderoba 2,5 m2, liczba stron: narożne, materiał: techn. mieszana, ciepła woda: osiedl./lokalne, ogrzewanie: centralne, Więcej informacji oraz możliwość umówienia spotkania: Agent prowadzący: Anna Kwiatkowskatel.: 508561858Grupa PL Nieruchomości - Stołeczne Centrum Nieruchomości WAWAtel.: (022) 404 21 20Dyżur telefoniczny w każdy dzień tygodnia do godziny 21:00 pod numerem 725 56 56 00.Nad jakością obsługi oferty czuwa pani Magdalena Łabuć - licencjonowany pośrednik w obrocie nieruchomościami, nr licencji 19420Godziny otwarcia: pon. - pt.: 9:00 - 19:00; sob.: 9:00 - 14:00--- Zapraszamy ---";1.0;;;;;;;;3.0;3;parter;81,77 m²;blok;wtórny;800 zł;;pełna własność;;;plastikowe;2009.0;do zamieszkania;1.0;1.0;;;1.0;;;;;;1.0;;;;;;;;
1107;1107;43RMQ;Na sprzedaż 4-pokojowe mieszkanie o powierzchni 70,37 m2 zlokalizowane przy ul. Okopowej, na warszawskiej Woli. W pobliżu Powązki, CH Klif 600 m, CH Arkadia 1,6 km. Komunikacja: przystanki autobusowe i tramwajowe, metro Rondo Daszyńskiego 1,3 km. Mieszkanie usytuowane na 1 piętrze w 6 piętrowym budynku z 1997 roku. Blok ogrodzony, monitorowany i chroniony 24/7. Ekspozycja okien: zachodnia (z balkonu widok na park) i północna. W skład mieszkania wchodzą: salon (21,35 m2) połączony z aneksem kuchennym i jadalnią, z wyjściem na balkon, sypialnia (14,35 m2), łazienka z wanną (4,26 m2), osobne WC (1,36 m2), dwa osobne pokoje (8,63 m2 i 10,42 m2), hol (10 m2) z szafą-garderobą. Lokal po remoncie, w pełni umeblowany i wyposażony, gotowy do zamieszkania. Na podłogach deska drewniana, na ścianach gładź, w salonie i w sypialni podwieszane sufity, wymienione instalacje elektryczna i wodno-kanalizacyjne. Cena zawiera meble w zabudowie oraz sprzęt AGD (lodówka, zmywarka, kuchnia indukcyjna, okap, piekarnik). Koszty utrzymania: czynsz do spółdzielni 900 PLN (w tym zaliczki na CO, wodę, wywóz śmieci, fundusz remontowy, ochronę i monitoring) + prąd wg wskazań liczników. Dane kontaktowe do agenta: Barbara Lorek Tel: 602-230-227 E-mail: For service in English call Wojciech Rusin at: +48 692-016-094.-Współpracujemy z doświadczonymi specjalistami finansowymi, oferującymi sprawdzenie zdolności kredytowej oraz przedstawienie oferty finansowania nieruchomości / Informacje dotyczące opisu nieruchomości podane są przez właściciela, mają charakter wyłącznie informacyjny i mogą podlegać aktualizacji. Oferta dotycząca nieruchomości nie stanowi oferty określonej w art. 66 i następnych KC.Zapraszamy do siedziby naszego biura w Warszawie przy ul. Brylowskiej 2 lok. 3B (Wola, Czyste).Dane adresowe:PROPERCO sp. z o.o. sp.kul. Brylowska 2 lok. 3B01-216 Warszawatel. kom: +48 602-230-227;1.0;;;;;;1.0;;6.0;4;1;70,37 m²;blok;wtórny;900 zł;;;cegła;miejskie;plastikowe;1997.0;;;;;;1.0;;;;;;;;;;;;;;
1147;1147;44ek3;"Lokalizacja: Mokotów, ul.  Stanisława PyjasaLokal: Powierzchnia 62 m2. Mieszkanie znajduję się  na 3 piętrze w budynku 3  piętrowym bez windy.Na powierzchnię mieszkania składają się: - 3 pokoje;- korytarz ;- łazienka; - kuchnia;- wc;Do mieszkania przynależy piwnica oraz balkonoraz do  mieszkania przynależy miejsce parkingowe tuż przy szlabanieEkspozycja: Wschód-ZachódInfrastruktura: Osiedle ciche i spokojne, doskonale skomunikowane zarówno z Centrum jak i Wilanowem i Pragą. W okolicy szkoły, licea, przedszkola, 800 m do CH Best Mall. Tuż przed blokiem znajduje się boisko do piłki nożnej, siatkówki, tenisa i koszykówki oraz plac zabaw.Grunty uregulowane, założona księga wieczysta, można posiłkować się kredytem.W przypadku zainteresowania serdecznie zapraszam do kontaktu pod numerem telefonu   570 026 370,Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.";1.0;1.0;;1.0;;;;;3.0;3;3;62 m²;blok;wtórny;820 zł;;;wielka płyta;miejskie;plastikowe;1989.0;do zamieszkania;;;1.0;;;;;;;;;;;;;;;;
1189;1189;42s2a;"Port II to ośmiokondygnacyjny budynek, który wyróżnia się estetyką, funkcjonalnością i jakością wykonania. Łączy w sobie wysoki standard z nowoczesnym wyglądem. Jego elewacja zostanie wizualnie podzielona na siedem kamienic i wykończona cegłą klinkierową i wapieniem. Dzięki temu inwestycja nabierze wyjątkowego charakteru i doskonale wpisze się w klimat Starej Pragi. 
Port II oferuje szeroki wybór apartamentów o zróżnicowanych metrażach, co sprawia, że każdy znajdzie tu przestrzeń idealnie dopasowaną do własnych potrzeb i oczekiwań. Budynek został zaprojektowany przez pracownię architektoniczną APA Wojciechowski.
W ofercie sprzedażowej dostępne są apartamenty i mieszkania, komórki lokatorskie i miejsca postojowe w garażu podziemnym. Możliwy jest również wynajem lokali usługowych, powstających na parterze.
Stacja metra i PKP
Lokalizacja Portu Praskiego bezpośrednio przy stacji metra Stadion Narodowy i przystanku kolejowym PKP Stadion oraz 800 metrów od stacji metra i dworca kolejowego Dworzec Wileński zapewnia łatwą i szybką komunikację z każdą częścią Warszawy.
Przystanek tramwaju wodnego
Dawne doki portowe zostaną zagospodarowane i staną się miejscem spotkań oraz atrakcją dla wszystkich warszawiaków. Komunikację lewobrzeżnej Warszawy z Portem Praskim dodatkowo ułatwi przystanek tramwaju wodnego, który będzie znajdował się na tym terenie.
Obiekty sportowe
Sąsiedztwo Stadionu Narodowego i największa w Warszawie hala widowiskowa, która powstanie na terenie Portu Praskiego, sprawią, że miejsce to stanie się areną ważnych wydarzeń sportowych.
Galerie handlowe
Port Praski położony jest w centrum Warszawy, w pobliżu licznych sklepów, restauracji i galerii handlowych. Taka lokalizacja sprzyja spotkaniom z przyjaciółmi, wypadom do kina czy na zakupy.
Biura, hotele, pływające restauracje
Port Praski to miasto nowej generacji, które będzie odpowiadać na wszystkie potrzeby mieszkańców. Obok części mieszkalnej, tuż przy metrze powstanie przestrzeń biznesowa, nad Wisłą odpocząć będzie można w pływających restauracjach, a na turystów czekać będą pokoje w trzech luksusowych hotelach. Wszystko to sprawi, że życie miasta przeniesie się na prawą stronę Wisły.";;;;;;;;;;3;2;88,21 m²;;pierwotny;;;;;;;;;;;;;;;;;;;;;;;;;;;
1263;1263;43NR9;"Kawalerka 34,78 m2 z wydzieloną sypialnią (ściana G-K zabudowaną garderobą, bez drzwi).
Nowe budownictwo na zamkniętym, bardzo dobrze utrzymanym osiedlu z monitoringiem. 2 windy na klatkę.
Na podłodze deska barlinecka (można cyklinować), w kuchni i łazience terakota.
Sufit podwieszany G-K w całym mieszkaniu.
Mieszkanie sprzedawane z meblami, gotowe do wynajęcia.Miejsce w garażu podziemnym dodatkowo 25 tys zł (obligatoryjnie).Czynsz podstawowy z FR (bez wody) - 280 zł/mc
Pełna własność.ROI (roczny zwrot z inwestycji) = 6,8%(liczony ze wszystkimi kosztami zakupu przy założeniu czynszu najmu na poziomie 2400 zł z wliczonym czynszem administracyjnym)- do autobusu 7 minuty- do tramwaju 12 minut- do metra 14 minutW najbliższej okolicy znajduje się żłobek, przedszkole, apteka, kilka placów zabaw (w tym jeden ogrodzony na osiedlu), sklep spożywczy, kawiarnia, restauracja. W okolic: pawilony handlowe z dużym marketem spożywczym, popularną drogerią, urząd pocztowy, kilka restauracji.Właścicielem ogłoszenia wraz z jego elementami jest Best Properties. Wszelkie prawa zastrzeżone. Kopiowanie, rozpowszechnianie oraz korzystanie z niniejszych materiałów w jakikolwiek inny sposób wykraczający poza dozwolony użytek określony przepisami ustawy z 4 lutego 1994 r. o prawie autorskim i prawach pokrewnych (Dz. U. 1994, nr 24 poz. 83 z późn. zm.) bez pisemnej zgody Best Properties jest zabronione i może stanowić podstawę odpowiedzialności cywilnej oraz karnej.Niniejsze ogłoszenie nie stanowi oferty w rozumieniu Kodeksu Cywilnego, lecz ma charakter informacyjny.";;1.0;1.0;1.0;;1.0;1.0;1.0;10.0;1;8;35 m²;apartamentowiec;wtórny;280 zł;2020-02-01;pełna własność;;miejskie;plastikowe;2000.0;do zamieszkania;1.0;;;;1.0;1.0;;;;1.0;1.0;1.0;1.0;;1.0;;;;
1311;1311;43yci;OFERTA NA WYŁĄCZNOŚĆ - ZAPRASZAM NA PREZENTACJĘ TEL. 601 401 401 Do sprzedaży funkcjonalne trzypokojowe mieszkanie zlokalizowane na Gocławiu przy ul. Bora Komorowskiego 33. Bardzo dobra lokalizacja dla osób ceniących dobrą komunikację z całą Warszawą. Idealne mieszkanie dla młodych osób i rodzin z dziećmi. Mieszkanie usytuowane jest na 5 piętrze w budynku 8 piętrowym wybudowanym w 1983 roku. Lokal mieszkalny o łącznej powierzchni 63,80 m2 składa się z trzech pokoi, widnej kuchni, łazienki z wanną, oddzielnej toalety oraz z przedpokoju z pojemnymi zabudowanymi szafami, mogącymi pomieścić wszelkie okrycia wierzchnie, obuwie oraz inne sprzęty. Wejścia do klatek schodowych zabezpieczone są domofonem. Przed blokiem znajdują się liczne miejsca parkingowe. Elewacja budynku wraz z balkonami po remoncieTradycyjna urbanizacja osiedla zapewnia dużo przestrzeni pomiędzy budynkami, zapełnionej zielenią i klimatycznymi ścieżkami W niedalekiej okolicy położony jest park i jezioro Balaton, będący miejscem odpoczynku dla wielu mieszkańców Gocławia.Zaledwie 2 minuty spacerem od budynku znajduje się szkoła podstawowa nr 185 im. UNICEF oraz przedszkole nr 384 Tajemniczy Ogród. Na małe zakupy można wybrać się do pobliskich, osiedlowych sklepów. W niedalekiej odległości znajduje się Centrum Handlowe Promenada.   Czynsz administracyjny – ok 590,- zł Stan prawny – spółdzielcze własnościowe prawo do lokalu z możliwością założenia KW (grunty uregulowane) Kierunek stron świata – północny - wschód Poleca Tomasz Rubinkiewicz tel. 601 401 401 Rubinkiewicz Nieruchomości  to zespół profesjonalnych agentów, którzy specjalizują się w wynajmie oraz sprzedaży apartamentów, jeżeli ogłoszenie nie spełnia Państwa oczekiwań zapraszamy do kontaktu telefonicznego lub na naszą stronę _Jako Agencja Pośrednictwa w Obrocie Nieruchomościami pobieramy prowizję. /// As an Real Estate Agency we charge a commission. _Niniejsze ogłoszenie jest wyłącznie informacją i nie stanowi oferty w rozumieniu art. 66 Â§ 1 Kodeksu Cywilnego. /This announcement is not a commercial offer in the understanding of Art.66 Â§ 1 of the Civil Code._RUBINKIEWICZ NIERUCHOMNOŚCI, siedzibą w (00-336) Warszawie, przy ul. Kopernika 34 lokal. 402, jako administrator danych osobowych, informują Pana/Panią, iż: - Podanie danych jest dobrowolne ale niezbędne w celu świadczenie usług pośrednictwa w obrocie Pani/Pana nieruchomościami przez RUBINKIEWICZ NIERUCHOMOŚCI Posiada Pani/Pan prawo dostępu do treści swoich danych i ich sprostowania, usunięcia, ograniczenia przetwarzania, prawo do przenoszenia danych, prawo do cofnięcia zgody w dowolnym momencie bez wpływu na zgodność z prawem przetwarzania. - Dane mogą być udostępniane przez RUBINKIEWICZ NIERUCHOMOŚCI., podmiotom upoważnionym do uzyskania informacji na podstawie przepisów ustawy z 21.08.1997 r. o gospodarce nieruchomościami (Dz.U. z 2016 r. poz. 2147 ze zm.). - Podane dane będą przetwarzane na podstawie art. 6 ust. 1 pkt a) i zgodnie z treścią ogólnego rozporządzenia o ochronie danych. - Inspektorem ochrony danych jest RUBINKIEWICZ NIERUCHOMOŚCI w Warszawie, przy ul. Kopernika 34 lok. 402., tel. +48 601 401 401,  Dane osobowe będą przechowywane przez okres przechowywania danych wynosi 5 lat licząc od zakończenia umowy (jej wygaśnięcia rozwiązania etc.) oraz w czasie obowiązywania zawartej umowy. - Ma Pan/Pani prawo wniesienia skargi do GIODO gdy uzna Pani/Pan, iż przetwarzanie danych osobowych Pani/Pana dotyczących narusza przepisy ogólnego rozporządzenia o ochronie danych osobowych z dnia 27 kwietnia 2016 r.rubinkiewicz real estate agency, relocation to warsaw, properties poland properties warsaw, warsaw apartments, warsaw, houses, mieszkania warszawa, wynajem warszawa, apartamenty warszawa, domy warszawa, ;1.0;;;1.0;;1.0;1.0;;8.0;3;5;63,80 m²;blok;wtórny;590 zł;2019-11-18;spółdzielcze własnościowe;wielka płyta;miejskie;plastikowe;1983.0;do zamieszkania;;;1.0;;1.0;;;;;;;;;;;;;;
1387;1387;44eSw;"Słoneczne i ciche mieszkanie z garażem 13,5 m Znakomita lokalizacja na Górnym Mokotowie. Zarówno budynek jak i mieszkanie są po remoncie.Dogodny układ pomieszczeń: - słoneczny salon (24,61 m), - ustawna sypialnia (11,99 m), - oddzielna, widna kuchnia (10,63 m) - możliwość przearanżowania na trzeci pokój, - łazienka (3,27 m) + WC (1,15 m).Teren jest ogrodzony, wjazd na pilota. Doskonała lokalizacja i miejsce w garażu podziemnym to niewątpliwe atuty nieruchomości. Garaż dodatkowo płatny 45000 zł. Serdecznie zapraszam do zobaczenia mieszkania na żywoLokalizacja: Warszawa/Mokotów, ul. OlszewskaCena: 690 000 zł  ( 11 220 zł/m2 )Cena podlega negocjacjiPowierzchnia: 61,5 m2, Piętro: 2 / 10Rok budowy: 1964, Budynek: budynek wielorodzinny, POKOJE: Liczba pokoi: 2, Pokój 1: 24,61 m2, podłoga: parkiet, strona świata: płd-zach, Pokój 2: 11,99 m2, podłoga: parkiet, strona świata: płd-wsch, KUCHNIA: Powierzchnia: 9,98 m2, Amfilada: Nie; Rodzaj kuchni: widna, Podłoga: terakota, Okno kuchni wychodzi na: płd-wsch, Położona glazura: jest; ŁAZIENKA: Liczba łazienek: 1, Powierzchnia: 3,27 m2, Podłoga: terakota, Położona glazura: jest; WC: Liczba: 1, Powierzchnia: 1,15 m2, Podłoga: terakota, Położona glazura: jest; Czynsz od administracji: 550 zł, stan lokalu: dobry, głośność: ciche, wolne od: Już, ochrona: os. strzeżone, os. zamknięte, monitoring, alarm, garaż, parking: miejsce w garażu, domofon, winda, TV kablowa, Internet, piwnica 4 m2, liczba stron: narożne, materiał: cegła, ciepła woda: sieć, ogrzewanie: miejskie, Więcej informacji oraz możliwość umówienia spotkania: Agent prowadzący: Paweł Wcisłotel.: 530 948 689Nad jakością obsługi oferty czuwa pani Magdalena Łabuć - licencjonowany pośrednik w obrocie nieruchomościami, nr licencji 19420Godziny otwarcia: pon. - pt.: 9:00 - 19:00; sob.: 9:00 - 14:00--- Zapraszamy ---";;;;1.0;;;1.0;;10.0;2;2;61,50 m²;;wtórny;550 zł;;spółdzielcze własnościowe;cegła;;drewniane;1964.0;do zamieszkania;1.0;;1.0;;1.0;;;;;;;;;;;;;;
1555;1555;43JuN;"OGŁOSZENIE PRYWATNE
Nie jestem zainteresowany współpracą z pośrednikami.

Do sprzedaży kompaktowe, dwupokojowe, wykończone i niezamieszkałe mieszkanie z balkonem, miejscem postojowym oraz dwoma komórkami lokatorskimi na Woli przy ul. Jana Kazimierza w solidnej inwestycji FORUM WOLA dewelopera ROBYG. 

Mieszkanie dwupokojowe o powierzchni 35,6 m2 usytuowane na 6 piętrze z widokiem na dziedziniec w drugiej linii od ul Jana Kazimierza.

Mieszkanie w trakcie wykończenia. Dostępne do wprowadzenia od 17.02.2020 r. Zdjęcia mają pokazać standard wykończenia, przedstawiają ostatnio wykończone przeze mnie mieszkanie, również dwupokojowe - nieco większe. 

W mieszkaniu zostanie zamontowany zestaw inteligentnego domu - system Smart Home, umożliwiający sterowanie z aplikacji oświetleniem, temperaturą, włączaniem TV oraz inspekcją otwarcia okien i drzwi. 

Do mieszkania przynależy również miejsce postojowe w hali garażowej dodatkowo płatne 35 000 zł. oraz dwie komórki lokatorskie każda po 10 tys zł (obowiązkowe).


";1.0;1.0;;1.0;1.0;;1.0;;6.0;2;6;35,60 m²;apartamentowiec;pierwotny;;2019-12-09;pełna własność;żelbet;miejskie;plastikowe;2019.0;do wykończenia;1.0;;;;1.0;;;;;1.0;1.0;1.0;1.0;1.0;;;;;
1578;1578;43rES;Przedstawiam piękny apartament w prestiżowej lokalizacji na warszawskim Powiślu. Lokalizacja:Mieszkanie znajduje się w inwestycji przy ulicy Wybrzeże Kościuszkowskie 45. Naprzeciwko Centrum Nauki Kopernik oraz nowo wybudowanych bulwarów wiślanych. W pobliżu stacja drugiej linii metra oraz przystanki autobusowe. Odległość do centrum miasta to zaledwie kilka minut zarówno samochodem jak i komunikacją miejską. W pobliżu restauracje i sklepy. Jest to spokojna część miasta, a zarazem w pobliżu ciekawych i popularnych miejsc na spędzanie czasu w ciągu dnia i wieczorami. *Apartament: Jego powierzchnia to 65,55 m2. Znajduję się w nim salon, połączony z aneksem kuchennym. Jest on wyposażony w duży TV, piękną drewnianą podłogę, duże okna balkonowe wzdłuż całego salonu, grzejniki podłogowe, kanapę, fotel, duży stół i krzesła. Jest on oddzielony szklaną ścianką od kuchni. Kuchnia również jest w pełni wyposażona. Oprócz wszystkich niezbędnych sprzętów AGD znajduje się tam między innymi ekspres do kawy. W korytarzu prowadzącym do łazienki i sypialni znajdują się dwa kilkumetrowe pomieszczenia. Jedno wykorzystane zostało jako pomieszczenie gospodarcze, a drugie jako garderoba.  Łazienka jest wyposażona w kabinę prysznicową, dużą umywalkę, lustro oraz WC. W sypialni również znajdziemy wyjście na taras, oprócz tego duże podwójne łóżko, duży kompleks szaf w zabudowie na dwóch ścianach oraz TV.  W mieszkaniu zastosowano szereg nowoczesnych rozwiązań użytkowych jak m.in zasłony i kotary sterowane elektrycznie za pomocą pilota, klimatyzację w każdym z pomieszczeń sterowaną centralnie. Wokół telewizora znajdują się dyskretnie ukryte szafki oraz kolumny głośnikowe kina domowego. Pozostała część głośników zamontowana została w suficie. 1 500 000 zł + 120 000 zł miejsce parkingowe. Czynsz administracyjny ok 650 złZapraszam do kontaktu, celem umówienia się na obejrzenie mieszkania. ;;;;1.0;1.0;1.0;1.0;;5.0;2;3;65,55 m²;;wtórny;700 zł;;pełna własność;;miejskie;drewniane;2017.0;do zamieszkania;;;;;1.0;1.0;;;;;;;;;;;;;
