id,cena,liczba_pieter,liczba_pokoi,pietro,powierzchnia,rok_budowy
464NS,525300,14,2,6,34.6,2018
464Ge,369000,10,1,9,29.0,1970
464Ga,590000,10,3,6,54.0,1976
464Fc,936900,8,2,2,58.74,2013
464Du,670000,8,2,1,55.2,2007
464C1,415900,10,2,6,31.06,1970
464zx,476289,8,2,3,42.15,2021
464zr,750924,8,3,0,76.68,2021
464yD,395000,10,2,4,41.8,1970
464yo,420000,15,2,8,39.0,1970
464xh,1420000,7,3,1,84.0,2019
464wV,595000,10,4,8,63.0,1980
464wR,1730000,6,4,6,120.0,2020
464wM,2548045,3,4,3,164.39,2021
457aX,595000,3,2,2,55.8,2000
464r7,470629,7,2,4,38.38,2020
43BeQ,650000,7,3,0,66.25,2019
464qg,814724,6,4,6,68.75,2020
45WQ3,600000,7,2,5,56.2,2007
464qa,460000,10,2,0,31.8,1979
464pO,1107088,6,6,6,111.4,2020
464p4,1975000,8,5,7,126.0,2019
464oZ,695000,10,4,3,58.0,1970
464oj,1999000,6,4,3,119.53,2019
464ob,1425008,3,3,1,104.78,2021
464mA,510000,10,3,1,56.2,1976
464mt,1999000,6,4,0,119.32,2019
464kb,1560000,8,4,5,92.0,2018
464k4,1045000,9,3,3,75.0,2001
45Rmu,345000,10,2,8,31.5,1975
464hY,593219,10,3,3,59.4,2021
464e6,565000,10,3,7,49.09,1973
44Hgs,1800000,9,6,9,184.0,2019
464e3,499000,15,2,0,37.0,2010
3Xa5a,399000,5,2,3,35.04,2020
4648L,515000,8,2,5,42.0,2006
46471,740000,5,3,3,85.0,2001
4644V,501420,3,2,0,36.6,2021
45Rea,569900,10,3,8,64.0,1978
45jeJ,1414530,3,3,1,104.78,2021
463ZK,949000,8,3,8,86.0,2005
463YP,790695,3,3,0,58.57,2021
463Yr,1800000,6,6,1,145.0,1999
463Sq,713269,6,3,0,70.47,2020
463Sp,725093,5,3,5,69.56,2020
463Ot,690000,5,2,4,55.4,2006
463Oq,449000,4,2,0,43.0,1982
463Om,535000,5,2,4,35.0,2019
463M3,641590,7,3,5,58.73,2020
463LF,636219,7,3,4,58.73,2020
463La,605000,4,3,1,53.0,1980
3xDJp,610000,11,3,4,57.0,2019
3vwED,670000,12,3,7,61.0,2019
3H7Ta,1656000,12,5,10,184.0,2018
43EDu,907000,16,3,4,65.0,2019
463Fv,1238174,7,2,1,82.6,2001
463Ft,2960000,9,5,9,183.29,2010
463Fs,355000,10,2,4,30.9,1970
463Fr,636000,10,3,8,61.5,1980
463B9,546000,4,2,2,52.0,1983
463z2,1320000,8,3,5,91.0,2001
463yT,344000,10,2,6,31.0,1970
463yj,1330000,4,4,2,121.5,1996
463yh,1243827,22,3,3,66.74,2009
463xH,319000,10,1,9,27.63,1972
463wy,590000,11,3,6,61.0,1970
463wa,405000,7,1,7,30.0,2018
463sX,417000,5,2,4,34.81,2020
463sD,469614,6,2,5,38.46,2020
463sk,596082,8,2,4,52.27,2021
463r8,670000,8,2,4,53.0,2013
463r2,619000,11,2,9,47.0,2012
463pP,445000,7,2,6,43.56,2020
3XaHC,565000,3,2,0,44.04,2016
432JG,313821,24,1,3,30.88,2019
463lT,775000,3,3,3,72.8,2004
44oDX,479000,8,2,1,35.6,2019
45OMS,2370000,6,5,1,250.0,1995
463jS,689000,7,3,3,62.98,2013
463jt,1235000,7,2,7,82.5,2010
463iL,558075,5,2,5,31.89,2019
463gB,590000,10,3,6,61.0,1970
463gx,533588,8,2,3,39.82,2017
45I5w,650000,6,2,6,56.41,2008
463by,509940,10,3,0,50.3,2021
463ac,649703,8,3,2,64.99,2021
4638F,530000,8,3,0,58.0,2019
4638D,569000,8,3,3,58.0,2019
4638w,397000,8,2,8,31.3,1976
4638c,468000,7,1,0,39.0,2010
4635V,2099000,2,4,2,125.0,2018
43avK,1200000,4,6,4,153.0,1995
46325,480000,6,1,2,36.0,2005
46324,590000,11,3,6,61.0,1970
4631A,399000,4,2,0,38.4,1970
45h51,960000,10,3,5,83.5,2005
45PSi,1030000,3,3,2,73.0,2018
462Tc,644964,4,3,2,64.13,2019
45eNT,1027440,15,4,7,85.62,2021
462Qx,638998,4,4,4,74.32,2019
462LF,1249000,12,4,1,92.0,2017
462Ho,492474,8,2,1,44.4,2021
462H8,706000,4,2,0,59.8,2003
462FH,735000,22,2,4,46.6,2009
462EZ,1670880,5,4,1,119.0,2019
462ET,1220000,7,4,0,88.86,2015
462Ch,487316,10,2,6,40.3,2021
462Ce,564000,10,3,4,50.42,2021
462AZ,758570,8,4,1,79.9,2021
462AY,480000,6,1,2,35.93,2005
462zj,552000,7,3,6,59.0,2019
462zi,589000,7,3,0,59.0,2019
462zg,495000,7,2,5,44.0,2020
462xf,699000,4,3,3,64.6,1994
462xc,750000,8,3,4,67.0,2006
461qB,1875000,9,5,9,175.0,2008
462w3,618000,4,3,3,63.77,1989
3Jape,480000,6,1,2,35.93,2005
462uG,8900000,2,9,1,506.0,2006
456rc,749000,16,2,9,82.6,2004
462to,775000,3,3,3,72.8,2004
462sB,581200,12,2,6,46.24,2019
462nu,1761052,2,4,1,118.99,2020
462m0,459000,4,2,3,37.16,1970
462lW,480000,10,2,1,42.86,1970
462i5,640200,3,2,2,58.2,1999
462hM,649000,7,3,5,53.0,1977
45Zyy,548836,8,2,0,49.95,2021
462gu,634768,8,3,0,65.09,2021
462fB,625000,10,1,7,37.0,2013
462fv,2420000,10,7,6,175.25,2007
462fr,720000,15,2,7,61.0,2009
462fq,865000,12,2,3,47.23,2012
462er,535000,12,2,10,37.0,1973
462el,950000,8,3,1,82.0,2008
45DIk,889000,5,3,1,79.8,2007
45eFy,1650000,14,5,5,127.0,1998
462d1,715000,16,2,4,55.47,2008
44oat,475000,5,2,5,41.0,2019
462aq,680000,1,3,1,62.46,1989
4626h,470500,10,2,1,42.0,1975
4625z,357000,11,1,10,31.5,2001
46259,400315,8,2,4,34.81,2020
46257,473339,10,2,4,40.26,2021
46256,506940,10,3,0,50.42,2021
46254,638614,6,3,1,57.9,2020
46253,588000,10,3,2,53.31,1980
46250,426000,4,2,0,37.12,1979
4624Q,1050000,4,3,0,78.0,2006
4624z,485000,9,2,1,37.0,1970
4624t,672800,4,4,0,58.0,1970
46235,541800,7,2,7,42.0,2016
461ZQ,695000,11,4,8,67.5,1975
461YO,439000,10,2,0,42.3,1975
43VH0,520000,4,2,4,62.0,1990
461Wy,930000,10,2,5,54.37,2019
45BlA,949000,6,4,5,70.0,2019
45Blz,779000,6,3,4,56.25,2019
44KxH,849000,7,3,4,69.0,2020
45PZ9,455000,5,2,0,44.0,2020
461OB,469614,6,2,5,38.5,2020
461KL,599000,7,2,2,42.13,2014
461JO,480000,10,2,1,43.0,1970
461Gy,699000,3,3,3,63.5,1989
461Gx,650000,6,2,3,48.6,2001
461Gt,599000,12,2,4,53.0,2001
45May,859000,8,4,6,81.0,2008
461EK,560000,15,2,4,40.0,1970
461Dr,949000,6,6,1,155.0,2008
44Cab,960000,3,3,1,115.0,1996
461BZ,632200,3,4,0,58.0,1970
461Bh,570000,10,3,6,53.0,1978
461zz,349000,11,1,6,28.0,1976
461z6,753329,8,4,3,78.02,2021
461z3,648047,8,3,3,65.09,2021
461yL,559000,10,2,0,52.88,1988
45Ba0,294480,8,1,8,24.54,2017
45Fqa,340000,8,1,8,23.23,2017
45HCU,278888,8,1,3,23.24,2017
45HCX,187330,8,1,1,14.41,2017
45Tw6,228220,8,1,8,19.01,2017
461te,760000,8,2,6,58.38,2013
41mcg,475000,10,2,1,42.86,1970
461nd,1199000,7,4,0,110.0,2006
461mB,385000,10,2,3,37.4,1978
461ce,595000,7,3,0,63.0,2020
461aH,755000,4,5,3,96.1,1995
4619v,499500,3,2,2,49.0,2020
45ZSH,562220,6,2,5,40.6,2020
460U1,727547,6,3,5,68.1,2020
460To,512686,8,2,3,46.66,2021
460S1,2000000,6,4,6,116.0,2018
460M0,499000,12,2,7,39.56,2021
460Jc,499919,5,2,1,45.53,2020
460IR,753000,5,3,2,72.98,2020
460IH,725626,5,3,4,73.05,2020
460ID,895000,3,3,3,76.0,2009
460I8,750000,8,3,1,67.52,2020
460HM,470629,6,2,4,38.38,2020
460EE,499000,4,2,2,31.43,2019
460DJ,565000,7,3,7,65.3,2004
460CM,641109,7,2,6,58.7,2020
460C1,1022000,8,4,7,78.0,2014
460AJ,530000,10,3,3,47.0,1980
460yI,658000,3,4,3,73.7,1980
460ti,670000,12,2,10,56.0,1989
460sp,1832672,8,4,7,121.53,2019
460rV,685662,8,3,8,64.63,2021
44NMM,829000,9,4,0,74.53,2018
45xkS,2789000,6,6,5,182.0,2018
45PWR,919000,3,3,3,84.0,2001
460kp,460000,10,2,0,31.8,1979
45SFf,570000,15,3,5,48.0,1972
460jJ,575000,7,2,3,47.37,2016
460jq,1550000,2,4,1,158.4,2009
460j7,3500000,4,4,4,140.0,2018
460hK,649000,10,3,10,70.0,1980
460fX,854000,4,3,1,86.0,1998
456di,590000,4,3,3,63.0,1980
456dj,450000,4,2,2,33.0,2018
44Z1W,865000,9,3,3,69.0,2017
45RIq,1299000,6,3,6,100.63,2011
450qp,1980000,5,3,1,101.2,2010
451m1,890000,4,4,4,80.6,2007
45jga,867192,3,2,1,62.84,2021
44SHn,3350000,2,5,1,186.0,2016
460df,339900,10,1,10,31.0,1974
42ZTp,493000,4,3,2,53.0,1979
460bw,539000,6,2,2,47.73,2017
460b8,699000,10,4,3,58.3,1970
460a3,340000,10,1,10,31.0,1974
4609U,479000,10,2,6,48.0,1976
4608J,640000,6,2,2,54.0,2008
4608i,700000,10,4,8,67.5,1975
4605F,540000,14,3,4,46.86,2019
4605B,1305000,6,3,3,81.11,2019
4605A,1500000,7,4,7,116.4,2007
4605u,900000,7,3,3,61.35,2018
4605o,790000,2,3,1,78.2,2000
4601P,593742,6,2,5,50.7,2020
45Dpc,370000,10,2,5,37.4,1975
45ZVj,586468,6,2,5,44.1,2020
45eOi,561000,7,2,3,48.0,2016
45ZUa,760469,8,4,1,80.1,2021
45ZRz,585204,8,2,2,52.27,2021
45ZP6,672476,8,3,6,64.63,2021
45ZNE,310000,10,1,3,31.2,1973
45ZLU,345000,12,2,5,31.0,2019
45ZJK,758900,6,3,4,63.0,2012
45ZJJ,659999,5,2,4,55.0,2006
45ZyM,548000,10,3,8,56.0,19885
45Zyz,677923,8,3,3,65.41,2021
45Zyj,649000,7,3,5,53.0,1977
45ZxS,520000,8,1,1,35.55,2019
45ZxR,2000000,10,5,10,122.8,2005
45Jkq,669000,8,2,1,56.2,2013
45Zq3,620312,7,3,7,59.0,2020
45Zq2,607392,7,3,3,59.0,2020
45Zq1,478896,6,2,1,38.0,2020
45Zq0,638614,6,3,1,57.9,2020
45Zm5,907000,16,3,4,65.0,2019
45Zj2,549000,4,3,4,63.4,1989
45Zhb,925000,7,4,2,79.0,2008
45Zhk,1496166,2,3,1,101.78,2020
45ZfG,473358,8,2,2,42.28,2021
45LDs,1840000,5,4,1,119.73,2016
45LDz,865000,5,3,1,78.68,2006
45LDF,720000,15,2,7,60.93,2007
45Zdu,331332,10,1,3,27.43,2021
45ZbP,519000,4,3,2,47.3,1970
45Zbg,426000,4,2,0,37.12,1979
44V8U,1927000,2,5,0,198.7,1998
45Z8T,1500000,7,4,7,116.4,2007
44Tem,650000,6,2,5,57.2,2008
45Z6r,559000,3,3,3,65.0,1992
45Z3E,507234,8,2,4,40.99,2017
45Z38,1350000,1,4,1,111.0,1995
45Z35,1208999,5,3,0,84.0,2009
45Z33,1850000,5,6,3,205.0,1999
45Z23,387000,11,2,9,33.05,1975
45Z1y,1330000,4,4,3,113.5,2000
45Z1x,870000,8,3,1,76.0,2005
45Z0V,812000,7,3,6,58.03,2019
45YWJ,365000,10,1,9,29.0,1970
45YWG,745000,7,3,4,62.0,2014
45YWr,759000,15,4,5,92.0,1981
45YWn,620000,5,2,4,51.0,2010
45YUD,799999,10,2,6,62.0,2009
45YTc,890000,5,3,1,73.0,2007
45YQg,599900,6,2,4,50.0,2020
45YQ0,1199000,7,4,0,110.0,2006
45YMJ,680000,3,2,0,50.0,2019
45YLR,741799,3,2,0,55.0,2021
45YLL,545066,7,3,6,43.56,2020
45YLF,495000,7,2,2,46.5,1970
45YLx,693317,7,3,4,61.22,2020
45YLp,589000,5,2,2,44.02,2019
45YLo,672288,7,3,0,59.69,2020
45YKe,545000,6,3,2,47.11,2020
45YJM,788000,4,2,1,57.0,2020
45YJp,735000,7,3,6,59.0,2019
44ZlC,999000,4,3,0,72.3,2016
45YHD,595000,8,3,0,57.72,2021
45YHt,599000,10,4,10,63.7,1972
45YHh,1700000,3,3,1,117.0,2007
45YEH,689000,6,2,3,46.0,2019
45YEC,600000,7,3,0,63.0,2020
45YCI,1490000,5,3,0,94.0,2006
45YBV,565000,7,2,3,49.62,2010
45YBk,585000,4,1,2,38.9,2010
45w3P,650000,3,4,2,83.5,1980
45Yzw,695000,10,4,8,63.6,1975
45Yxk,1170000,5,5,3,109.6,2000
45Yxd,570000,4,3,4,52.9,1980
45Yxc,497000,10,2,0,45.43,1976
45YtR,599000,5,2,4,38.08,2020
45lkG,383000,8,2,8,30.28,1976
45X7G,715000,10,3,3,65.09,2001
45Yhc,934500,3,4,3,89.0,2002
45YdQ,1290000,8,5,1,151.0,2003
45YdJ,620000,2,2,0,50.63,2019
45Yar,540000,1,3,1,81.53,2020
45Yaq,589000,1,3,0,75.0,2020
45Yan,496000,7,2,6,43.56,2020
45Yac,695000,10,4,8,67.5,1975
45Y8J,325000,7,1,7,25.0,2017
45Y8H,499000,10,3,10,47.0,1980
45K68,410000,4,2,2,40.0,2020
45seJ,433000,8,2,1,32.37,2021
45Y0B,639000,11,2,3,50.0,2010
3tibG,530000,12,2,4,47.0,2019
3tidq,574000,12,3,6,54.0,2019
45Omv,589000,3,4,3,63.4,1979
45XUt,770000,7,2,1,54.9,2019
45XUr,792000,8,4,5,82.47,2018
45XUf,1476000,6,4,6,90.55,2018
45XUd,585000,10,3,1,53.15,1975
45XU9,1209000,5,3,0,84.13,2009
45XU8,289050,11,1,6,21.01,2019
45XRl,1290000,9,5,5,132.7,2002
45XRh,770000,11,3,4,68.8,1977
45XMY,580000,6,2,2,45.0,2015
45XHU,850000,15,2,10,54.0,2009
45XHt,1200000,5,3,2,115.0,1999
45XCH,1300000,3,5,3,131.0,2014
43TSM,890000,5,4,4,76.4,2019
45Xys,720000,14,2,7,61.0,2008
45Xyb,4880000,1,4,0,168.17,2018
45Xya,3368600,2,3,2,168.43,2018
45Xy7,1272600,2,2,0,63.63,2018
45Xy6,1840000,2,4,1,92.0,2018
45Xy5,3377800,2,4,2,168.89,2018
45Xy1,5630250,2,4,2,225.21,2018
45Xxl,673311,5,3,1,70.43,2020
45Xxk,496748,5,2,2,45.51,2020
45Xxj,595000,8,3,0,57.72,2021
45XvC,595000,8,3,3,43.0,2001
45Xu4,590000,2,2,0,50.63,2019
45XlB,499000,10,3,9,50.0,1973
45Xly,1960035,6,4,3,118.79,2019
45Xlw,1966305,6,4,1,119.17,2019
45Xlr,1957065,6,4,0,118.61,2019
44ZGh,1710000,3,3,2,110.0,2018
45Xel,790000,6,5,3,81.0,2008
45Xed,579852,7,2,6,46.8,2015
45XaR,670000,5,2,1,48.0,2000
45XaP,695000,3,3,2,66.0,1994
45XaJ,624000,3,3,0,62.4,1994
45X8Z,500000,12,2,10,38.0,1970
45X8Y,395000,10,2,6,42.0,1970
43bHQ,1240000,5,4,4,113.0,1979
45SYR,499000,5,2,3,42.2,2020
44Pt0,670000,6,2,3,54.05,2008
45X6Q,355000,11,2,4,30.9,1973
45X6g,495000,11,2,1,39.7,2020
45X6f,445000,6,2,5,37.0,2020
45X60,495000,7,2,5,43.5,2020
41Rlf,799000,7,3,3,70.3,2006
45X4p,426000,4,2,0,37.12,1979
45X44,594999,6,2,3,42.68,2020
45X1c,788000,4,2,1,57.0,2020
45VXR,460000,12,2,6,31.2,2019
45VVq,620000,2,2,0,50.63,2019
45VVm,1125000,5,3,1,84.0,2003
45VUf,365000,10,1,9,29.0,1970
45VUa,719900,11,2,7,45.1,2011
45VU8,890000,7,3,1,81.4,2007
45VQa,795000,5,3,2,71.0,2001
44wMs,1290000,9,4,8,112.0,1990
45Gjs,730000,4,4,4,74.96,1994
45VMG,775000,11,3,5,60.0,2015
45VKD,415000,4,2,4,37.2,1976
45Wku,456625,7,2,1,36.53,2020
45VE2,499000,5,1,4,39.0,2000
45VyY,950000,10,3,8,82.0,2000
45VxC,1120000,6,4,1,120.0,2001
45Vxi,527000,3,2,1,52.7,1986
45Qqk,1562904,1,3,1,106.32,2020
45VvD,719900,11,2,7,45.1,2011
45VsP,2550000,4,3,1,118.5,2005
45VqS,760000,15,2,10,56.2,2008
44RbJ,620000,10,3,10,54.97,2013
45Vo1,898000,3,4,2,83.1,1998
45Vmb,674080,5,3,4,61.0,2020
45VlQ,720000,4,3,2,73.0,1986
45VlP,615000,12,1,5,35.0,2007
45VlN,715000,5,2,3,59.0,2002
45VlD,749000,4,3,4,65.0,2001
45Vly,665000,3,3,0,52.0,2020
45Vlw,530000,8,2,6,44.0,2020
45VjU,463000,8,1,4,30.55,2018
45VjR,1100000,4,3,3,92.0,2006
45VjF,499000,6,2,1,39.6,2013
45Vjn,855000,11,2,8,50.5,2014
45Vid,999000,3,3,3,95.5,1997
45Vi9,628000,5,3,3,47.0,1972
44EZ7,529000,6,3,0,53.0,2000
45VcT,730000,5,4,3,74.8,1992
45V9t,420000,10,2,4,37.9,1970
45V4K,506918,8,2,4,38.55,2017
45V04,618576,7,3,2,55.23,2020
45WVk,566100,22,2,4,47.3,2006
45WSN,579000,4,3,4,62.2,2021
45WOj,499000,10,2,5,46.3,1977
45WLE,1351840,2,3,0,85.59,2022
45GiU,1025920,6,2,4,64.12,2008
45WGJ,2750000,5,4,5,144.57,2009
44Wpn,790000,7,2,7,52.7,2014
45WCQ,1050000,6,2,1,48.0,2019
45Wym,230000,10,1,6,19.0,2017
45WxH,624900,10,4,10,68.0,1974
45Wxy,1099900,10,4,6,94.0,2008
45Wxw,879900,17,2,2,88.0,1999
45Wxq,819000,7,3,6,68.0,2009
45Wxl,1320000,12,4,8,108.0,2020
45Wxe,1800000,6,6,1,145.0,1999
45Wx9,859000,5,3,2,73.0,2010
45Wx7,780000,3,3,1,78.0,2001
45Wx1,695000,10,4,8,67.0,1975
45WvW,554900,5,2,1,44.0,2019
45WvI,829000,6,2,3,37.0,2019
45WsI,519990,10,2,9,38.0,1970
45WsG,980000,4,4,3,98.25,1995
45WrG,1090000,8,4,1,84.0,2019
45UxR,639000,10,3,10,63.0,1980
45WqC,789000,7,3,4,62.0,2015
45Wqd,1150000,10,3,10,81.0,2012
45Wqb,730000,6,3,4,67.0,2015
45Wpb,836000,8,4,1,76.0,2020
45WoI,544000,10,4,0,64.0,1975
45Wod,710000,6,2,3,46.0,2019
45Wo3,1420000,4,4,2,121.0,1996
45WnX,1650000,7,3,7,98.0,2017
45WmX,1080000,17,3,6,72.0,2011
45WmN,1587888,4,3,3,85.0,2014
45WmG,999000,7,3,1,72.0,2019
45Wmp,1380000,5,4,2,80.0,2014
45Wmb,835000,8,3,2,74.0,2020
45Wm1,533500,8,2,3,39.82,2017
45WlY,816000,15,3,9,62.0,2000
45WlP,920000,10,4,10,111.0,1987
45Wli,1650000,7,3,7,98.0,2017
45WhM,517330,8,2,4,41.74,2017
45WhJ,870000,7,3,1,76.6,2013
45Whl,579000,4,2,3,55.0,2004
45Wh2,1160000,8,2,1,83.0,2000
45Wh1,890000,4,5,0,140.0,1982
3RJ0Q,2400000,2,3,0,80.0,2018
45Wfv,1153000,5,3,0,128.21,1998
45Wfw,1125000,5,4,0,128.7,1998
45WdP,495000,3,2,2,49.0,1975
42Kxh,659000,3,3,1,65.0,2001
45W85,3800000,4,4,1,144.1,2003
45W7N,369000,4,2,4,37.6,1970
45W4k,677000,8,2,3,48.14,2010
45W2A,599000,6,2,6,42.66,2012
45W0b,505000,3,2,3,50.0,1998
45h1A,745000,6,3,3,57.0,2019
44UN9,665000,5,3,0,51.0,2019
45UXv,682000,7,3,0,60.0,2020
45UWl,1161268,2,5,2,119.5,2019
45UWj,890744,2,4,2,96.82,2019
45UWi,1157620,2,5,2,119.12,2019
45UWf,607032,10,3,4,62.66,2020
45UWe,780794,10,4,1,89.47,2020
45UW2,459000,6,2,0,43.71,2020
45UUQ,711455,6,4,1,76.9,2020
45UUN,678610,6,3,2,66.0,2020
45UUO,489146,6,2,2,43.9,2020
45UUL,593742,6,2,5,50.7,2020
45UUM,523754,6,2,4,41.7,2020
45UUK,765902,6,4,5,72.8,2020
45UUH,970012,6,4,6,101.4,2020
45UGc,705664,22,2,10,35.2,2009
45UDG,825000,11,4,2,93.3,2007
45UAL,1920000,3,4,3,134.7,1996
45Uzj,650000,3,4,0,66.5,1997
45Uxn,415000,10,2,0,42.0,1975
45Utl,1199000,7,4,0,110.0,2006
45UpJ,899000,18,3,6,97.0,2009
45UmR,409000,10,2,6,38.8,1970
45Iv3,1235000,7,2,7,82.5,2008
45Ui8,629000,11,3,8,62.0,1981
45QOk,510000,7,2,4,45.0,1994
45TuM,610000,5,2,4,48.0,2000
45Ucj,315000,14,1,10,29.0,1977
45U6s,449000,12,3,10,56.0,1976
45Fe6,601000,12,2,5,43.0,2021
45ndo,870000,6,2,2,59.0,2018
45U5v,375000,6,2,6,36.0,2002
45U4p,669000,10,3,7,64.9,2001
45U2V,798000,8,3,5,66.0,2002
45U2W,555000,11,2,8,36.0,1971
45U2T,790000,7,2,7,44.0,2003
45U18,625000,15,3,10,58.0,1972
45U15,799000,8,3,5,71.5,2019
45U13,560000,8,1,1,35.55,2019
45U11,1380000,13,4,4,142.0,1998
45U0L,1300000,8,5,4,143.4,2001
45U0a,588000,11,3,6,61.0,1977
45TXu,409000,26,1,5,29.0,2021
45TWD,275000,20,1,5,18.0,2021
45TUc,1650600,13,6,9,183.4,2019
45TTZ,1650600,13,6,9,183.4,2019
45TzW,297000,4,1,3,26.0,2013
45TT2,474000,7,2,2,42.7,2019
45TPy,2550000,3,4,2,118.5,2003
45TOq,569700,7,3,2,57.2,2020
45TLo,480000,6,2,5,35.0,2011
45TLm,450000,7,2,3,36.0,2020
45TL6,559900,4,3,3,56.0,1972
45TL3,725000,4,2,3,57.0,2016
45TKP,806000,9,3,1,62.0,2014
45TKJ,565000,15,2,7,40.0,1970
45TKD,581200,12,2,6,46.0,2019
45TJj,1999000,3,4,3,119.53,2020
45TGE,1850000,4,5,0,148.0,2000
45TGD,1850000,4,5,0,148.0,2000
45TER,2005000,6,4,2,121.5,2006
45TCE,960002,5,4,1,108.18,2020
45TAw,625000,10,2,9,47.0,2012
45TAs,699000,3,3,3,63.5,1989
45TwL,710000,7,3,1,60.3,2010
45Ttd,800000,7,2,1,44.4,2000
45TpV,895000,7,3,6,73.0,2019
45TpM,720000,6,2,5,61.8,2005
45Tm5,562999,4,2,1,42.5,2018
45Tk7,1199000,7,4,0,110.0,2007
45Ti6,3077800,4,4,0,279.8,1998
45Ti2,998280,4,3,0,84.6,1998
45Ti1,931200,4,3,0,77.6,1998
45ThV,1352400,4,4,0,117.6,1998
45Tet,850000,10,2,10,54.0,2010
45T9q,570000,3,3,3,58.0,1980
45R6z,3500000,3,5,0,180.0,2001
45SU0,750000,5,2,2,47.87,2011
45SND,750000,5,3,2,47.87,2011
45SNj,599000,6,2,1,55.3,2000
45SMz,590000,11,3,6,62.0,1980
45SK6,849999,11,2,10,54.0,2009
450BR,550000,8,2,3,50.0,2009
45SwH,721540,6,3,0,72.75,2020
45SkM,665000,6,2,5,55.0,2011
45Sbf,864000,4,2,1,62.67,2021
45S9L,2498000,4,4,2,178.86,2021
45S7L,1415000,4,3,0,100.0,2021
45S2w,1400000,2,3,0,82.0,2018
45S1x,636257,8,3,5,62.0,2021
45S1v,446430,8,2,0,40.63,2021
45RZr,871928,8,4,1,91.84,2021
45RVl,480000,10,2,9,45.7,1970
42q57,588224,8,3,3,58.24,2020
45RTV,690000,5,1,4,31.0,2019
45RT7,438999,8,1,3,38.01,2021
45RPU,599483,7,3,2,58.62,2020
44SP2,1100000,6,3,5,92.0,2003
45v38,643000,7,3,1,67.1,1984
45RJk,1999000,6,4,5,182.0,2000
45RGC,848000,4,3,3,65.3,2004
45RGv,510000,12,2,4,44.7,1998
45REe,673311,6,3,2,70.43,2020
45RzE,988000,5,4,1,100.0,2020
45RyT,529900,10,3,5,55.0,1974
45RxL,656000,5,3,1,64.82,2020
45Rva,715000,5,3,1,70.0,2020
45RwG,624000,4,3,0,62.0,1997
45Rwv,745000,15,2,10,53.0,2010
45RtM,549000,4,3,0,54.0,1986
45gA3,650000,3,3,2,83.5,1980
45y84,588000,5,2,4,48.66,2010
45Rjj,660422,8,3,5,64.1,2021
455Rs,475000,10,2,1,37.0,1974
44UNy,580000,4,2,1,42.5,2019
44DH2,650000,4,3,1,50.0,1990
45ReD,699000,3,3,3,63.5,1989
44tAW,930000,5,4,5,120.0,2000
45hSk,333000,10,1,6,30.9,1976
45R4p,695000,10,4,8,63.6,1975
44aB3,880000,7,3,4,73.69,2019
45R2Y,735000,9,3,3,62.0,2009
45CHW,690000,3,4,3,67.0,1980
45QWq,1080000,13,2,0,99.0,2006
45QSc,570000,7,2,7,40.0,2016
45PzN,2390000,5,5,2,147.0,2013
45QN0,1800000,6,6,1,145.0,1999
45QLz,573427,8,3,0,58.8,2021
3QBmc,750000,12,3,7,72.0,2019
3QBpi,690000,12,3,7,67.0,2019
42ZlH,385000,12,2,4,28.0,2019
44Z1p,379000,11,2,8,29.0,2019
45QCZ,1240000,7,2,5,82.5,2006
45QC3,555000,11,2,6,46.2,2008
45QBN,4999000,5,5,4,180.5,2017
45QvO,474000,6,2,1,44.0,2020
45QsY,930000,3,2,2,68.1,2015
45Qqm,592000,7,2,6,46.8,2015
45QnZ,684900,6,2,5,57.0,2014
45QnY,587000,7,2,3,45.0,2015
45Qn8,1761052,2,4,1,119.0,2020
45Qn4,1365175,2,3,1,94.15,2020
45Qn3,1894389,2,4,1,129.0,2020
45Qma,769089,8,4,5,78.02,2021
45Qle,500000,8,1,2,35.85,2019
457t5,1085750,1,4,0,101.0,2003
45QbM,778300,7,3,5,72.4,2010
45QaI,1350000,6,4,4,113.0,1978
45QaG,550000,10,3,0,58.8,1972
45QaD,980000,4,3,0,80.0,2006
45Q1y,495000,5,3,4,56.79,2020
45Q1v,642736,8,2,1,46.32,2019
45PY7,499000,7,2,2,40.0,2020
45PVE,1365175,2,3,1,94.15,2020
45PVf,1800000,6,6,1,145.0,1999
45PSr,530000,4,3,1,60.0,2020
45PSe,506940,10,3,0,50.42,2021
45PSa,623740,10,3,5,62.7,2021
45PS8,387596,10,1,9,27.4,2021
45PS6,487316,10,2,6,40.3,2021
45PBW,545000,11,2,7,39.3,2003
45PtH,450000,11,2,3,43.75,2020
45Psd,1449000,2,3,1,88.5,2016
45PoZ,499000,14,2,10,36.33,2019
45Plj,685000,7,3,7,59.0,2020
45PgM,331332,10,1,3,27.5,2021
45PgJ,680879,6,3,6,65.5,2020
45PgH,970012,6,5,6,101.4,2020
45PgE,507662,6,2,3,38.0,2020
45PgC,543651,7,3,0,57.34,2020
45Pf4,680000,4,4,0,80.0,1995
45P8u,665000,6,2,5,55.0,2011
45P62,425000,10,3,10,50.0,1972
45P3X,1080000,13,3,0,99.0,2006
45P1I,467517,8,2,1,42.15,2021
45P1H,446430,8,2,0,40.63,2021
45P0H,545000,11,2,10,38.0,2019
45P0A,630000,16,3,1,48.0,1970
45P0v,335000,10,2,9,29.0,1974
45P0r,514000,8,3,4,44.68,1974
45P0p,639000,10,3,10,63.0,1982
45OZv,409000,5,2,1,35.0,2021
